Product_Name,Total,Selling_Price,Offer,Ratings,Description
"MOTOROLA g13 (Matte Charcoal, 64 GB)","₹12,999","₹9,499",26% off,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 50MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G85 Processor 1 Year on Handset and 6 Months on Accessories
"realme Narzo 50i Prime (Mint Green, 64 GB)","₹9,999","₹9,489",5% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc T612 processor Processor 1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"REDMI 10A (Slate grey, 64 GB)","₹10,999","₹9,270",15% off,4.2,4 GB RAM | 64 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"Tecno Spark 8T (Turquoise Cyan, 64 GB)","₹12,999","₹10,999",15% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.76 cm (6.6 inch) HD+ Display 50MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek Helio G35 Processor 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"REDMI 10A (Slate Grey, 32 GB)","₹10,999","₹9,999",9% off,4.1,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 12 months
"MOTOROLA e32s (Misty Silver, 64 GB)","₹12,999","₹9,999",23% off,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 16MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Lithium Battery Mediatek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"Micromax Canvas Infinity (Black, 32 GB)","₹11,999","₹9,999",16% off,4,3 GB RAM | 32 GB ROM 14.48 cm (5.7 inch) HD Display 13MP Rear Camera | 16MP Front Camera 2900 mAh Polymer Battery Snapdragon 425 Quad Core Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Redmi 9A (Midnight Black, 32 GB)","₹9,499","₹9,099",4% off,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery MediaTek Helio G25 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"OPPO A16E (White, 32 GB)","₹13,990","₹9,900",29% off,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.56 cm (6.52 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 4230 mAh Battery Mediatek Helio P22 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 9 Activ (Carbon Black, 64 GB)","₹10,399","₹9,990",3% off,4.2,4 GB RAM | 64 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Redmi Y2 (Dark Grey, 64 GB)",N/A,"₹13,600",N/A,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.21 cm (5.99 inch) HD+ Display 12MP + 5MP | 16MP Front Camera 3080 mAh Li Polymer Battery Qualcomm Snapdragon 625 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Redmi Y2 (Dark Grey, 64 GB)",N/A,"₹13,600",N/A,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.21 cm (5.99 inch) HD+ Display 12MP + 5MP | 16MP Front Camera 3080 mAh Li Polymer Battery Qualcomm Snapdragon 625 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"REDMI 10A (Charcoal Black, 32 GB)","₹10,999","₹9,299",15% off,4.1,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 12 months
"Nokia G11 Plus (Grey, 64 GB)",N/A,"₹13,999",N/A,3.7,4 GB RAM | 64 GB ROM 16.55 cm (6.517 inch) HD+ Display 50MP + 2MP | 8MP + 2MP Dual Front Camera 5000 mAh Lithium Polymer Battery Octa Core Processor Processor 1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase
"POCO C3 (Matte Black, 32 GB)",N/A,"₹9,999",N/A,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy A03 Core (Black, 32 GB)","₹10,499","₹7,199",31% off,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Li-ion Battery Octa Core Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"Redmi Note 6 Pro (Black, 64 GB)",N/A,"₹15,999",N/A,4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.9 cm (6.26 inch) Full HD+ Display 12MP + 5MP | 20MP + 2MP Dual Front Camera 4000 mAh Li-polymer Battery Qualcomm Snapdragon 636 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"LAVA Blaze Nxt (Glass Red, 64 GB)","₹11,499","₹9,389",18% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek G37 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI 10A (Sea Blue, 32 GB)","₹10,300","₹9,499",7% off,4.1,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 12 months
"SAMSUNG Galaxy A03 Core (Mint, 32 GB)","₹10,999","₹7,499",31% off,4.1,2 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) Display 8MP Rear Camera 5000 mAh Battery 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"Redmi 9 (Carbon Black, 64 GB)","₹11,999","₹9,280",22% off,4.2,4 GB RAM | 64 GB ROM 16.59 cm (6.53 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 5000 mAh Battery MediaTek Helio G35 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"Redmi 9A Sport (Metallic Blue, 32 GB)","₹8,499","₹7,390",13% off,4.1,2 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Warranty
"Nokia C31 (Mint, 64 GB)","₹12,997","₹8,990",30% off,3.5,4 GB RAM | 64 GB ROM 17.12 cm (6.74 inch) Display 13MP Rear Camera 5050 mAh Battery With a 1-year domestic replacement guarantee.
"Nokia C31 (Charcoal, 64 GB)","₹12,999","₹9,389",27% off,3.5,4 GB RAM | 64 GB ROM 17.12 cm (6.74 inch) Display 13MP Rear Camera 5050 mAh Battery With a 1-year domestic replacement guarantee.
"REDMI 12C (Royal Blue, 128 GB)","₹14,999","₹9,594",36% off,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek MT6769Z Helio G85 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Tecno Spark 9 (Infinity Black, 64 GB)","₹10,999","₹9,999",9% off,4,"3 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek Helio G37 Processor 1 Year Warranty for Handset, 6 Months for Accessories"
"Micromax IN Note 1 (Green, 64 GB)",N/A,"₹15,499",N/A,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.94 cm (6.67 inch) Full HD+ Display 48MP + 5MP + 2MP + 2MP | 16MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio G85 (MT6769V/CZ) Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Micromax IN Note 1 (White, 64 GB)","₹15,499","₹11,499",25% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.94 cm (6.67 inch) Full HD+ Display 48MP + 5MP + 2MP + 2MP | 16MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio G85 (MT6769V/CZ) Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A17K (Gold, 64 GB)","₹12,999","₹9,740",25% off,4.5,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.66 cm (6.56 inch) Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery MTK Helio G35 Processor 1 YEAR
"LAVA Blaze Pro 6GB+128GB (Glass Orange, 128 GB)","₹13,999","₹9,899",29% off,4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 50MP Rear Camera | 8MP Front Camera 5000 mAh Battery Mediatek G37 Octa Core Processor Processor 1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories
"Nokia C12 pro (Light mint, 64 GB)","₹9,198","₹7,480",18% off,4.3,3 GB RAM | 64 GB ROM 16.0 cm (6.3 inch) Display 8MP Rear Camera 4000 mAh Battery 1 year Replacement Guarante
"Micromax IN 1 (Purple, 64 GB)","₹14,999","₹9,999",33% off,4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.94 cm (6.67 inch) Full HD+ Display 48MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Lithium Polymer Battery MediaTek Helio G80 Processor One Year for Handset and 6 Months for Accessories
"SAMSUNG Galaxy A03 Core (Green, 32 GB)","₹10,499","₹8,403",19% off,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"REDMI 10A (Sea Blue, 64 GB)","₹11,999","₹8,650",27% off,4.2,4 GB RAM | 64 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 12 months
"Redmi 7 (Eclipse Black, 32 GB)",N/A,"₹9,999",N/A,4.3,2 GB RAM | 32 GB ROM 15.9 cm (6.26 inch) Display 12MP Rear Camera 4000 mAh Battery 12 Months
"Nokia C12 pro (Light mint, 64 GB)","₹9,198","₹7,480",18% off,4.3,3 GB RAM | 64 GB ROM 16.0 cm (6.3 inch) Display 8MP Rear Camera 4000 mAh Battery 1 year Replacement Guarante
"Micromax IN 1 (Purple, 64 GB)","₹14,999","₹9,999",33% off,4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.94 cm (6.67 inch) Full HD+ Display 48MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Lithium Polymer Battery MediaTek Helio G80 Processor One Year for Handset and 6 Months for Accessories
"SAMSUNG Galaxy A03 Core (Green, 32 GB)","₹10,499","₹8,403",19% off,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"LAVA Blaze Nxt (Glass Green, 64 GB)","₹11,499","₹8,589",25% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek G37 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"Nokia C20 Plus Smartphone (Ocean Blue, 32 GB)","₹10,499","₹7,949",24% off,3.9,2 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) HD+ Display 8MP + 2MP | 5MP Front Camera 5000 mAh Li-ion Battery Unisoc SC9863A Processor 1 year replacement guarantee Jio Exclusive up to 10% price support. Jio customers can also get additional benefits worth ?4000 V-notch screen LED flash expandable up to 128GB up to 2-days battery life with a 5000 mAh battery Android 11 Go Edition with 2 years of quarterly security updates 1 Year Manufacturer Warranty For Device and Battery and 6 Months Manufacturer Warranty for In-box Accessories From the Date of Purchase
"SAMSUNG Galaxy A03 (Blue, 32 GB)","₹11,999","₹8,991",25% off,4.1,3 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) HD+ Display 48MP + 2MP | 5MP Front Camera 5000 mAh Lithium Ion Battery Unisoc UMS9230 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"I Kall S1 Pro (Jordy Blue, 128 GB)","₹11,999","₹9,999",16% off,2.7,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 17.27 cm (6.8 inch) HD+ Display 13MP + 5MP + 2MP | 8MP Front Camera 6000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"LAVA Blaze Pro (Glass Green, 64 GB)","₹12,999","₹10,499",19% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 50MP Rear Camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek G37 Octa Core Processor Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Blaze Pro (Glass Gold, 64 GB)","₹12,999","₹9,749",25% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 50MP Rear Camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek G37 Octa Core Processor Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Blaze Pro (Glass Blue, 64 GB)","₹12,999","₹10,499",19% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 50MP Rear Camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek G37 Octa Core Processor Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"realme C30s (Night Black, 64 GB)","₹11,999","₹8,699",27% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc SC9863A/ Unisoc SC9863A1 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"SAMSUNG Galaxy A03s (Black, 32 GB)","₹13,499","₹11,499",14% off,4,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Lithium-ion Battery Mediatek Helio P35 (MT6765) Processor 1 Year Warranty Provided by the Manufacturer From Date of Purchase
"REDMI A2 (Aqua Blue, 64 GB)","₹9,999","₹7,390",26% off,4,2 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year on phone domestic
"Redmi Note 7S (Onyx Black, 32 GB)",N/A,"₹11,999",N/A,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.0 cm (6.3 inch) Full HD+ Display 48MP + 5MP | 13MP Front Camera 4000 mAh Battery Qualcomm Snapdragon 660 AIE Processor Splash Proof - Protected by P2i Quick Charge 4.0 Support Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"vivo Y01 (Sapphire Blue, 32 GB)","₹11,999","₹9,999",16% off,4.2,2 GB RAM | 32 GB ROM 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Battery Mediatek Helio P35 Processor 1 Year on Handset and 6 Months on Accessories
"realme 2 Pro (Black Sea, 64 GB)",N/A,"₹13,990",N/A,4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.0 cm (6.3 inch) Full HD+ Display 16MP + 2MP | 16MP Front Camera 3500 mAh Li-ion Battery Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"SAMSUNG A04 e (Copper, 64 GB)","₹11,999","₹9,999",16% off,4.2,3 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 5000 mAh Battery Mediatek MT6765 Helio P35 (12nm) Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"LAVA Yuva Pro (Blue, 32 GB)","₹9,499","₹7,189",24% off,N/A,3 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Mediatek Helio processor Processor 1 Year Domestic
"Redmi Note 5 (Black, 64 GB)",N/A,"₹11,999",N/A,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 15.21 cm (5.99 inch) Full HD+ Display 12MP Rear Camera | 5MP Front Camera 4000 mAh Li Polymer Battery Qualcomm Snapdragon 625 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"vivo Y91i (Ocean Blue, 32 GB)",N/A,"₹9,990",N/A,4.3,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.8 cm (6.22 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 4030 mAh Li-ion Battery MTK Helio P22 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"LAVA Blaze Nxt (Glass Blue, 64 GB)","₹11,499","₹8,989",21% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek G37 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"SAMSUNG Galaxy A03 Core (Blue, 32 GB)","₹10,499","₹8,150",22% off,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Li-ion Battery Octa Core Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"REDMI 12C (Mint Green, 64 GB)","₹10,999","₹9,195",16% off,4.2,4 GB RAM | 64 GB ROM 17.04 cm (6.71 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic Warranty 1Year For Handset And 6 Month For Accessories.
"REDMI A2+ (Sea Green, 64 GB)","₹11,999","₹8,229",31% off,4.1,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year domestic
"LAVA YUVA 2 PRO (GLASS LAVENDER, 64 GB)","₹9,999","₹8,690",13% off,4.1,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Handset Warranty and 6 Months Warranty on Accessories
"vivo Y02t (Cosmic Grey, 64 GB)","₹13,999","₹9,999",28% off,4.1,4 GB RAM | 64 GB ROM 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Helio P35 Processor 1 Year Handset and 6 Months Accessories
"vivo Y02t (Sunset Gold, 64 GB)","₹13,999","₹9,999",28% off,4.1,4 GB RAM | 64 GB ROM 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Helio P35 Processor 1 Year Handset and 6 Months Accessories
"Nokia C32 (Charcoal, 128 GB)","₹10,999","₹9,999",9% off,3.7,4 GB RAM | 128 GB ROM 16.56 cm (6.52 inch) Display 50MP Rear Camera 5000 mAh Battery 1-year warranty
"Tecno Spark 10C (Black, 8 GB)","₹12,499","₹10,195",18% off,4.1,128 GB RAM | 8 GB ROM 16.76 cm (6.6 inch) Display 16MP Rear Camera 5000 mAh Battery Domestic Warranty 1 Year For Hnadset And 6 Month For Accessories
"MOTOROLA E7 Power (Tahiti Blue, 64 GB)","₹11,999","₹9,999",16% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.54 cm (6.51 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 5000 mAh Battery MediaTek Helio G25 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Hot 10 Play (Obsidian Black, 64 GB)","₹10,999","₹9,499",13% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 17.32 cm (6.82 inch) HD+ Display 13MP + Depth Sensor | 8MP Front Camera 6000 mAh Li-ion Polymer Battery MediaTek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"ASUS Zenfone Max (Black, 32 GB)",N/A,"₹9,999",N/A,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 64 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor Brand Warranty of 1 Year
"itel S23 (Graphite Black, 128 GB)","₹12,999","₹9,499",26% off,N/A,8 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year For Hand Set 6 Months For Accessories
"REDMI A2 (Aqua Blue, 64 GB)","₹10,999","₹7,346",33% off,4.1,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year on phone domestic
"POCO C3 (Arctic Blue, 32 GB)",N/A,"₹9,999",N/A,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"Tecno Spark 8C (Diamond Grey, 64 GB)","₹10,999","₹9,999",9% off,4.2,3 GB RAM | 64 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"Infinix Hot 7 (Aqua Blue, 64 GB)",N/A,"₹9,999",N/A,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.72 cm (6.19 inch) HD+ Display 13MP + 2MP | 13MP + 2MP Dual Front Camera 4000 mAh Li-ion Polymer Battery Helio P25 (MTK6757CD) Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Honor 9 Lite (Sapphire Blue, 32 GB)",N/A,"₹13,999",N/A,4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 14.35 cm (5.65 inch) Full HD+ Display 13MP + 2MP | 13MP + 2MP Dual Front Camera 3000 mAh Battery Kirin 659 Processor 12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
"LAVA Blaze (Glass Red, 64 GB)","₹9,699","₹8,989",7% off,4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Triple AI Camera + 8MP front camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Blaze (Glass Green, 64 GB)",N/A,"₹9,699",N/A,4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Triple AI Camera + 8MP front camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Blaze (Glass Black, 64 GB)","₹9,699","₹8,699",10% off,4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Triple AI Camera + 8MP front camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
